design_id,tangentiality,center_baffle_ratio,shield_ratio,shield_gap_ratio,outlet_submergence_ratio,flow_distribution,complexity,weighted_capture_proxy,head_loss_proxy_m,overload_sediment_risk_proxy,maintainability_proxy,feasible
1762,0.32218897122062196,0.09413908495594825,0.40939250921602405,0.15713857641113294,0.4064388511200739,0.48268042163388397,0.3093517119314011,0.3418079314008377,0.05158437614326817,4.0,0.590607490783976,True
1763,0.817476399397911,0.42593543564469993,0.3111953935089323,0.18929560240707857,0.35454266291870185,0.6281855436308257,0.13035682860657294,0.40986601363372943,0.11295209701193817,4.0,0.6888046064910677,False
1764,0.4500695343480685,0.3395591102212582,0.5583323535137613,0.1445355188694685,0.516406317918778,0.36264026709746794,0.7571655683717045,0.2919809110249328,0.07412346950965522,4.0,0.44166764648623874,False
1765,0.37580786530815935,0.17493815870785015,0.5859950138346353,0.10860976558337584,0.5489992374668315,0.38143460668874857,0.6610191666134049,0.29125415337748933,0.06212461189423144,4.0,0.41400498616536474,False
1766,0.22020217286264343,0.4373802080395724,0.7487960520398249,0.08952125727692176,0.5847933760873738,0.22986543979018742,0.9038136394180836,0.20189563991735052,0.06668858389285924,3.570006283100782,0.2512039479601751,False
1767,0.08866679740445038,0.3911291590976503,0.7427991633635711,0.07963825113221709,0.4657160790845441,0.6849839027991145,0.900917944112478,0.41134680514610694,0.06424319834427046,4.0,0.2572008366364289,False
1768,0.2925792368546225,0.07049116522170684,0.49931874283201483,0.19957733944372924,0.6904662593808681,0.27940798487110846,0.2499028639160744,0.19540775432283167,0.048628159228575926,4.0,0.5006812571679852,True
1769,0.8811786101776421,0.07284713814230695,0.7107968644252007,0.03902015353837887,0.08021727189606313,0.8635484718373958,0.8074352058061766,0.4353075433977503,0.16909937035068728,4.0,0.28920313557479926,False
1770,0.36795604586488373,0.33755352773061975,0.6621758401281337,0.09234119615575845,0.6189515988012405,0.5004412564135676,0.7109701281489942,0.32232970002549877,0.06740995090086026,3.8352272049608978,0.3378241598718663,False
1771,0.046840619485308266,0.20329552600844408,0.6324536731597779,0.15722037238139425,0.09566735197140294,0.6267981634399533,0.8594868422558747,0.32010763629738814,0.052308376487432015,4.0,0.36754632684022215,False
1772,0.4697115826517254,0.14632570218674207,0.4218547151931513,0.04079575369312302,0.39466084497695664,0.20932524189672083,0.16704372399349332,0.2146386069887803,0.1025476616522426,4.0,0.4351547060599789,False
1773,0.8010736434204596,0.28591544873578084,0.5210969131632586,0.16996371908880592,0.31466330236941814,0.4849004816125012,0.4114411979923497,0.37105211986118464,0.10973413887101392,4.0,0.47890308683674143,False
1774,0.7859175642175977,0.3786259477553045,0.7166923298195844,0.07017748843286228,0.24066130202184505,0.8981861818897716,0.5994886137427038,0.4894280252858763,0.12411715457577151,4.0,0.2833076701804156,False
1775,0.6940715050925018,0.11588400223467508,0.46887428054403396,0.1281725862626778,0.2853310449017866,0.7347010547984982,0.8061203854038556,0.44470878254070195,0.09694076731242002,4.0,0.531125719455966,False
1776,0.3255832713114315,0.28980632825925595,0.43991868079263574,0.05462263995854916,0.681846147139459,0.8932236960550883,0.9679524075380033,0.39424583146807735,0.09066994450278942,4.0,0.5600813192073643,False
1777,0.9888885169640703,0.44689565009064736,0.644292407610053,0.12420793283447375,0.11928301932629978,0.22642996439625476,0.4921057872594867,0.20582474008651805,0.15013359676111512,4.0,0.355707592389947,False
1778,0.8390402042617833,0.37241702480696776,0.5336147057409634,0.1961719393797018,0.09231366034222835,0.35022026108187965,0.01872754054306003,0.25728116436627363,0.1123966901445494,4.0,0.46638529425903663,False
1779,0.8783811335349399,0.05216967020381951,0.41475258643929425,0.05056852178005031,0.15741698513414926,0.23053829162937423,0.07176007027431286,0.21159864863652678,0.14149127599966235,4.0,0.5393975656538701,False
1780,0.6715207610615217,0.39725121303614114,0.687996037240703,0.10179015280849454,0.34902475889061263,0.7086052033373533,0.48163683591550643,0.455804319506722,0.09616974454000654,4.0,0.312003962759297,False
1781,0.9333566627944636,0.39881162157241573,0.3267452257215474,0.11993245953047216,0.5758345780089924,0.9466233236955188,0.4920207382751456,0.4593579326305815,0.1375549226865377,4.0,0.6732547742784526,False
1782,0.14546400882864685,0.35027208167867796,0.4237065646457907,0.09905488720036999,0.25025334242772534,0.5748606366749962,0.029526845582559025,0.34434313569759867,0.044879454320885546,4.0,0.5762934353542093,True
1783,0.4761354896980331,0.09279327739029704,0.39849180020044606,0.16535508109901007,0.4246027774812386,0.6842572529310857,0.5911483034309413,0.42068462116601135,0.06820583433168707,4.0,0.6015081997995539,False
1784,0.8325479737141916,0.20721891624030497,0.3311274866813019,0.15420065497398566,0.5392535492957832,0.670804305457066,0.9092453382635721,0.40328642656054503,0.1208672862085758,4.0,0.6688725133186981,False
1785,0.22268323105827093,0.3064757938169795,0.5352915239300993,0.07060387399981388,0.4617384172443588,0.23261412563366735,0.3741179574847987,0.21623474130643563,0.061929548525964086,4.0,0.4647084760699008,False
1786,0.23430586378812468,0.43165967765371666,0.5823290534267914,0.1156325195169615,0.30772163233939515,0.6339271665205581,0.4838649580155481,0.3973834497883253,0.05891220056023473,4.0,0.4176709465732086,False
1787,0.3244786061147992,0.2787884272734699,0.41895732612670833,0.033316167983447595,0.19088162317384155,0.8112572007385137,0.02431280981000339,0.411474722417801,0.10292887010378754,4.0,0.3553724584901077,False
1788,0.8160251686014993,0.2396375450241251,0.20261941209275178,0.16111404169679405,0.1341473443620872,0.788999353567527,0.5462656380613422,0.3969478566265413,0.11303210081916772,4.0,0.7973805879072482,False
1789,0.2507296652699055,0.07977521287998379,0.5120640144364804,0.08268102432041893,0.692130158671816,0.9707501839845236,0.8274791881769933,0.4070187290716758,0.05942602288627762,4.0,0.4879359855635196,False
1790,0.4723800027597107,0.06539357785466865,0.7480502029177614,0.06702085810347155,0.07415364082985526,0.5706070867266047,0.5601812993366247,0.3401717348230544,0.07990628100186686,4.0,0.25194979708223864,False
1791,0.5783210559840498,0.23454334479352573,0.5469525760030606,0.057014146032371746,0.2825129831585913,0.381314576233847,0.9539861309340514,0.3157264467067684,0.10881701130969064,4.0,0.4530474239969394,False
1792,0.20783688205160356,0.2381317379660121,0.7054797466115714,0.05501121918162394,0.29682263848607987,0.3176918391034013,0.3767922325845582,0.2751533631037457,0.07303322796034648,4.0,0.2945202533884286,False
1793,0.627911724017994,0.21282395585081842,0.5358254824847761,0.08178993322549724,0.06393035438185517,0.9195835810707564,0.16369025227959433,0.42165615062400547,0.08345152089414264,4.0,0.4641745175152239,False
1794,0.90601381958149,0.1667691419269946,0.2175168885429275,0.1514865556764661,0.3915279326985726,0.7404065626653926,0.3306061400285837,0.4447802923533626,0.12314087592911627,4.0,0.7824831114570725,False
1795,0.4670692530220595,0.409780074028458,0.5510150289972681,0.1524203798459261,0.1614200776786042,0.41681150629694397,0.32845640241476093,0.2929876535978632,0.07140138201536841,4.0,0.44898497100273194,False
1796,0.07767022578786076,0.24755694135792666,0.6532228074058466,0.06377969470274808,0.16136126373757934,0.27434131420134444,0.12369406965587504,0.20856482239312582,0.05713413911249942,4.0,0.34677719259415335,False
1797,0.9220532707937348,0.21064864821835377,0.2922267690519686,0.1040574796571861,0.6356030880698339,0.29275922673699517,0.4747777060415518,0.23136457164278068,0.12923026922512634,4.0,0.7077732309480314,False
1798,0.02784457283161501,0.28659216497398715,0.6389630992356725,0.07590585653193233,0.5114600521135519,0.33312720680676977,0.33464600229967434,0.2529754294690242,0.052556558894469925,4.0,0.3610369007643275,False
1799,0.26159741390048374,0.2904447576859177,0.6527828836462528,0.11504021178697815,0.33383860399518744,0.8201411692660163,0.9824661780863172,0.46472043693984116,0.0630495805399725,4.0,0.3472171163537472,False
1800,0.9270724503707239,0.24998088733147172,0.5387132325732686,0.15079881477705692,0.06225152839181667,0.21829665952937694,0.4650632915162948,0.18755533753939418,0.13092684858321302,4.0,0.46128676742673136,False
1801,0.6175864745267436,0.41192934319890184,0.23272495809262048,0.14500313880859328,0.227016708874635,0.5002555957442212,0.47350112771932407,0.3307506621994631,0.08984863151299888,4.0,0.7672750419073795,False
1802,0.06894564608138698,0.3084144209169882,0.24189623053246728,0.051808243159169695,0.37881643607619975,0.8333531673468413,0.48691412689707736,0.4076091554763665,0.07657943797309617,4.0,0.5526212603644769,False
1803,0.15422432958517784,0.10858019208132981,0.5802313344062848,0.06914961436748905,0.5073018373816808,0.5062008840987176,0.6396647409124536,0.3340943457487185,0.060476491552996295,4.0,0.41976866559371523,False
1804,0.9923541607942787,0.359181561852411,0.2775667268990049,0.1422683195922359,0.5729126830357965,0.6173380654149625,0.4562858957599599,0.37442085495284955,0.14652860042452853,4.0,0.722433273100995,False
1805,0.9120217482130629,0.0909314928914744,0.2740909353786903,0.0697484666455757,0.1390237546337113,0.8025549929954054,0.6046501539385793,0.4120712893873289,0.1384168911487792,4.0,0.7259090646213098,False
1806,0.047184181204509956,0.28444055268710894,0.6240888514355173,0.18671277448537654,0.637601155142715,0.3538425735853097,0.4063119011189882,0.23143857091287878,0.04698217046581409,3.9590145523628797,0.3759111485644827,False
1807,0.17123998959911912,0.12505189874768607,0.695225282282321,0.06022904653287305,0.13390664905651092,0.4888115134173625,0.6067993897550344,0.3045282341420311,0.06808656094117839,4.0,0.30477471771767894,False
1808,0.15685986606416857,0.11815959888326488,0.47048465788263905,0.07680322815521944,0.6910462729382971,0.8320554966708289,0.6804662713269503,0.36260773911763994,0.056475130448308694,4.0,0.529515342117361,True
1809,0.5367998393588175,0.30338700813388814,0.6284292492305117,0.03914915415995868,0.5126416663710668,0.7338174351887987,0.38213266805380064,0.43795566064644487,0.11868286993985888,4.0,0.3715707507694883,False
1810,0.6248137480847892,0.28815322603892657,0.37119730831557796,0.12201636393296626,0.697014561079955,0.6322554498058319,0.3956056577387388,0.33561110293947105,0.08493081678120572,4.0,0.628802691684422,False
1811,0.8570140875197657,0.10319916688901874,0.5206608054701575,0.06847405680038963,0.3590633851497398,0.8508589870728025,0.9412092296219592,0.49398518758533555,0.13543012101574398,4.0,0.4793391945298425,False
1812,0.6235957434983257,0.13636508878080122,0.35488281924591736,0.10155728485031836,0.5409956434202701,0.8806557698683652,0.17979280259774988,0.4524164700313515,0.07789412319058085,4.0,0.6451171807540826,False
1813,0.6300236868318877,0.13230196302491648,0.6064930074712349,0.0759543318232582,0.07241458183558638,0.8195094495756825,0.5288082616452046,0.4070050631008875,0.09111721474068933,4.0,0.39350699252876514,False
1814,0.09752820635284731,0.276760852262152,0.3073193885065908,0.11904191150754259,0.3245771855081445,0.842251539434596,0.9328837665592454,0.41720991644742333,0.05606488579238424,4.0,0.6926806114934092,True
1815,0.5453595546588408,0.31090900892079776,0.6526795826152468,0.1465459359774981,0.46766682763968903,0.2672325194072589,0.7302258844102358,0.260884939968492,0.08199937073702958,4.0,0.34732041738475317,False
1816,0.18745947078206604,0.29219625942213334,0.38296451765721695,0.08984220860415645,0.5047973430381181,0.41057407692352516,0.9884065070320583,0.28484175533085404,0.061152110765606206,4.0,0.617035482342783,True
1817,0.29552637064959963,0.1376797307061105,0.2322061604642186,0.056814647102591195,0.4964401865798082,0.8987383866427836,0.8058384084110162,0.43290964584236763,0.08051803173081083,4.0,0.6060229024276395,False
1818,0.050867515872703106,0.2360981503552781,0.589479922157836,0.1579302452358876,0.18112308110363595,0.8690478823610654,0.4518832926926658,0.40949866165527604,0.04644704617096203,4.0,0.41052007784216404,False
1819,0.9716887462548257,0.14233892534270534,0.6103236738292673,0.13313963370885074,0.3386519226401953,0.735940443778129,0.8750190028029057,0.46947599225893244,0.14370832362029137,4.0,0.38967632617073267,False
1820,0.3610896561720339,0.11425838371837926,0.6217692171272935,0.18795735601358265,0.3753704798762672,0.8485032635367171,0.8496407304504113,0.48020221245441597,0.06322453854852061,4.0,0.3782307828727065,False
1821,0.8835167985952219,0.4445208121360063,0.2649878641807767,0.1181331317756162,0.500793666797681,0.6481652679412437,0.5386828126762659,0.3992746086755962,0.13146215210839887,4.0,0.7350121358192233,False
1822,0.5057730360462575,0.27072923445545144,0.3743021612502979,0.07370149519107642,0.3377777321117805,0.9989477057082168,0.3500671604092106,0.5003241772981103,0.07862661299194766,4.0,0.6256978387497021,False
1823,0.11932355700332586,0.41865956089347495,0.7553945937541404,0.19104191875342372,0.3707879138157773,0.5842846876215717,0.770365393674726,0.3908994021212409,0.05902906273698624,4.0,0.24460540624585958,False
1824,0.8055835254392538,0.09658687730455534,0.22227139611928207,0.12571118720075042,0.4707896560987688,0.8522256505813564,0.1455795784806171,0.4620265567576863,0.10232218425851211,4.0,0.777728603880718,False
1825,0.7846430414865104,0.3828172735658068,0.24354418232347616,0.16716257631291426,0.6364306220251578,0.6793712523503652,0.2913491244355274,0.36372820618411017,0.10860709705234059,4.0,0.7564558176765238,False
1826,0.9110261928917209,0.1610134607031916,0.6799481841120184,0.09420325612983124,0.4633008249838331,0.436476282026411,0.18484462658411083,0.3626312427791527,0.12195008683294409,4.0,0.3200518158879816,False
1827,0.5999133783043127,0.18638380997087273,0.6168321586961278,0.049154495346074495,0.6131675500112639,0.8574156492103244,0.33939015791728766,0.44058108557265485,0.10888501357231144,4.0,0.3831678413038722,False
1828,0.8794580131110639,0.136316168313417,0.387830603787784,0.05110111829902994,0.20712566762579232,0.8233714391370797,0.46477979099348243,0.4467608747098228,0.14830420546239442,4.0,0.5450785951896527,False
1829,0.5653860942831,0.11724826813308172,0.6723218049104742,0.05665827108728372,0.6979196514100995,0.7839808354508118,0.7290999725148528,0.39702739736557346,0.1019037384272108,4.0,0.3276781950895258,False
1830,0.8056390956513362,0.0968363265652291,0.3294187293552522,0.1527619692767456,0.19802984677585456,0.3374737570410429,0.764256734297491,0.27206958759171657,0.1124311215154584,4.0,0.6705812706447478,False
1831,0.35252327503201675,0.1579848511592401,0.3637006140192678,0.04655999815907414,0.3272987151603427,0.8044789757288877,0.9661085460330455,0.441028313281935,0.0987085214964961,4.0,0.4966399803634576,False
1832,0.7562342135634141,0.33303417201609065,0.7727306831092806,0.0980787993491236,0.38136304348491834,0.44039050803080776,0.19911286830988661,0.3699410414150347,0.10099701734747493,4.0,0.2272693168907194,False
1833,0.0985840474104801,0.1521529624310224,0.7022294619915139,0.19382343901970636,0.2700830504253335,0.2784181843387217,0.36666758070314687,0.2397887174327194,0.044052350091012514,4.0,0.2977705380084861,False
1834,0.29267451684454093,0.12936627933872596,0.6439006578961464,0.18763359118597192,0.537772612890055,0.24070824600043342,0.5320894059373135,0.21914934229258232,0.05385383806108445,4.0,0.35609934210385363,False
1835,0.7726951005126053,0.4013486343906946,0.22266012861051834,0.17930786771684876,0.586423181467658,0.4438484280011902,0.372815101538292,0.2999912494844217,0.10887354950323805,4.0,0.7773398713894817,False
1836,0.3038006527367786,0.44774863927262687,0.4916910689778648,0.17787129601334956,0.5352517065598867,0.8701903942482547,0.22831963424195845,0.44072277395779846,0.05914240220492522,4.0,0.5083089310221351,True
1837,0.07604932322388325,0.35250680854702354,0.6256878320281736,0.03589980103091944,0.23611496207630528,0.5804741773305209,0.7304444172571184,0.3528378639930629,0.1031696050403104,4.0,0.3743121679718264,False
1838,0.437068171138117,0.32463326233131895,0.21015966367543115,0.09963934393324353,0.46913206362349247,0.22456448799989595,0.7296514607391826,0.20385925294175372,0.07202865495943586,4.0,0.7898403363245688,False
1839,0.504971240818198,0.3373830368594727,0.3046704652061709,0.0583076150374912,0.52823114462861,0.7421483469430425,0.03087510172091701,0.4088708423977821,0.08775407694026334,4.0,0.6219478937332394,False
1840,0.8483590656140575,0.329516345454293,0.4966219927224752,0.0680751142139746,0.47976230052894514,0.9108556051478574,0.49101247013192695,0.49088672190611554,0.13204911280357576,4.0,0.5033780072775248,False
1841,0.7454846992833081,0.36093582159748583,0.3464273645362011,0.10608713810600136,0.6820359805757709,0.5148004019653798,0.04599372212075448,0.3048989967379733,0.09788499426167029,4.0,0.653572635463799,False
1842,0.21676392628605745,0.2502239114986218,0.6740980283004132,0.033701010240021506,0.5468021063767874,0.8612070011462007,0.27098604145973304,0.4450846170906345,0.09985509814031837,4.0,0.3259019716995868,False
1843,0.11546595104050972,0.30572479490972604,0.7649300449004588,0.13969617747017615,0.6231304334898875,0.20882953345377608,0.9731010245917247,0.17576100282728907,0.05797658198396134,3.6786924595564408,0.23506995509954123,False
1844,0.13093577731079242,0.15730548288035875,0.7868326691891063,0.07038411750118145,0.4474436841231638,0.9820243379975224,0.6473673203958731,0.5012782263565217,0.05975131664806264,4.0,0.21316733081089367,False
1845,0.8150457772541813,0.20131408633833753,0.5321386391784754,0.08537089576100942,0.5066551502849991,0.8690998142726598,0.6064009558504363,0.4789899894417627,0.11548947890385326,4.0,0.46786136082152463,False
1846,0.932977494918198,0.13648501895359733,0.5643011440570446,0.1258313917690043,0.35583710491887766,0.5066978144948986,0.1433789927279585,0.39227979747467584,0.12446128207833138,4.0,0.43569885594295543,False
1847,0.7265321940872284,0.3637968844467549,0.41967605350765463,0.13493447211116494,0.10592709310862354,0.7272009387207616,0.9757355345382569,0.3810642332095711,0.11043589691362689,4.0,0.5803239464923453,False
1848,0.09182694985673012,0.2197864502727997,0.7576469947212576,0.04046842425591082,0.05611945177975844,0.31150373069564763,0.03710369597610863,0.20978709517578628,0.08150823112275468,4.0,0.24235300527874237,False
1849,0.5513767872984986,0.32563983778481315,0.7164323797198537,0.09924184484149962,0.640961512325002,0.7359868798769436,0.4976070095639229,0.4021899609828041,0.07934546857816156,3.677250502250535,0.28356762028014626,False
1850,0.850110389630735,0.38108731582827643,0.7510903273083109,0.15321736653130658,0.21310145674168562,0.31450770515428306,0.8084943275380024,0.2830721867987329,0.12745914551755277,4.0,0.2489096726916891,False
1851,0.3301370639858041,0.4139341312664674,0.2578448491342766,0.05114042943425117,0.4532740454455689,0.9907745394490048,0.789869354762906,0.47064487027735985,0.09647439097218119,4.0,0.5454979139653459,False
1852,0.09640740683484428,0.32723392762757875,0.7925719414204584,0.09301987991383343,0.6221886101438399,0.9711616712594071,0.8019761579379224,0.4422127929658358,0.05607176729481692,3.5861250899039403,0.2074280585795416,False
1853,0.8527119357037329,0.38551734491247125,0.287290294585109,0.07238801541407787,0.2638724606863815,0.4126284090894521,0.964454910794269,0.31755812084039314,0.1395753272820586,4.0,0.712709705414891,False
1854,0.552670755788258,0.4271937485334717,0.644729221163461,0.09074259918385852,0.26780221741331844,0.5210968952526805,0.9410977344878755,0.37311257454773317,0.09171709328595432,4.0,0.355270778836539,False
1855,0.7649936266571397,0.23057983281577227,0.23447982540730167,0.07089857707292271,0.09442344868822741,0.6937552143805501,0.8918674471302088,0.3594002050668021,0.12050148017140064,4.0,0.7562514887778423,False
1856,0.4403939789836674,0.2619719547028098,0.3921838408671212,0.19233301348788004,0.11688593327627571,0.7194265128174517,0.6050626667512801,0.36829377443894235,0.06835966892598043,4.0,0.6078161591328788,False
1857,0.700450660344077,0.29105598493916873,0.6491895427798169,0.08745913791807133,0.45167236721218734,0.6002326503263475,0.19079848973929348,0.4175526468839503,0.09334028327193435,4.0,0.3508104572201831,False
